order_id,order_date,ship_date,region,category,sub_category,customer_segment,ship_mode,quantity,unit_price,discount,sales,profit
ORD-10253,2021-03-03,2021-03-10,North,Furniture,Tables,Consumer,First Class,15,473.15,0.07,6600.44,1885.54
ORD-10254,2021-10-25,2021-10-27,East,Electronics,Tablets,Consumer,Standard,9,598.08,0.09,4898.28,1419.36
ORD-10255,2022-06-04,2022-06-06,East,Groceries,Snacks,Consumer,Standard,12,36.88,0.06,416.01,127.34
ORD-10256,2023-11-18,2023-11-19,East,Electronics,Accessories,Consumer,Standard,5,348.51,0.07,1620.57,225.88
ORD-10257,2021-12-16,2021-12-17,Northeast,Groceries,Dairy,Consumer,First Class,1,16.23,0.07,15.09,1.49
ORD-10258,2022-07-07,2022-07-08,Southwest,Electronics,Tablets,Corporate,Standard,10,1018.71,0.24,7742.2,691.6
ORD-10259,2022-11-05,2022-11-06,North,Furniture,Chairs,Consumer,Standard,2,86.95,0.06,163.47,28.96
ORD-10260,2023-05-26,2023-05-31,North,Furniture,Tables,Corporate,Second Class,6,590.75,0.06,3331.83,223.0
ORD-10261,2023-08-26,2023-08-29,North,Electronics,Laptops,Corporate,Standard,4,413.88,0.09,1506.52,479.44
ORD-10262,2021-08-04,2021-08-07,East,Clothing,Women,Consumer,Standard,8,123.71,0.07,920.4,274.75
ORD-10263,2023-01-22,2023-01-28,East,Furniture,Tables,Corporate,Standard,10,183.95,0.06,1729.13,379.66
ORD-10264,2023-05-11,2023-05-13,East,Clothing,Sports,Consumer,Second Class,14,101.04,0.09,1287.25,236.35
ORD-10265,2023-01-22,2023-01-28,Southwest,Clothing,Kids,Corporate,First Class,15,114.77,0.21,1360.02,101.18
ORD-10266,2022-05-25,2022-05-29,East,Clothing,Women,Consumer,First Class,2,109.06,0.1,196.31,37.7
ORD-10267,2022-03-03,2022-03-04,West,Clothing,Women,Consumer,First Class,10,19.55,0.12,172.04,59.31
ORD-10268,2021-12-21,2021-12-26,Northeast,Groceries,Dairy,Consumer,Standard,1,34.05,0.06,32.01,7.28
ORD-10269,2023-09-10,2023-09-11,South,Furniture,Chairs,Home Office,Same Day,12,333.18,0.24,3038.6,337.31
ORD-10270,2023-04-13,2023-04-16,West,Groceries,Beverages,Corporate,Standard,3,7.28,0.1,19.66,5.37
ORD-10271,2021-06-18,2021-06-19,Northeast,Electronics,Phones,Corporate,First Class,6,510.93,0.05,2912.3,982.47
ORD-10272,2023-02-03,2023-02-05,Central,Clothing,Men,Corporate,First Class,1,35.8,0.28,25.78,0.57
ORD-10273,2021-07-17,2021-07-23,Northeast,Clothing,Sports,Corporate,Standard,9,112.04,0.05,957.94,274.65
ORD-10274,2023-01-05,2023-01-12,Northeast,Electronics,Tablets,Corporate,Standard,7,1349.7,0.09,8597.59,644.86
ORD-10275,2023-09-05,2023-09-06,South,Electronics,Tablets,Home Office,Second Class,8,877.64,0.25,5265.84,513.04
ORD-10276,2023-09-22,2023-09-28,Northeast,Groceries,Produce,Consumer,Standard,6,35.37,0.06,199.49,24.82
ORD-10277,2021-01-02,2021-01-08,Southwest,Clothing,Kids,Home Office,Standard,9,191.42,0.21,1361.0,91.44
ORD-10278,2021-08-14,2021-08-17,Central,Furniture,Chairs,Corporate,Standard,15,789.25,0.27,8642.29,325.12
ORD-10279,2022-12-30,2023-01-04,South,Furniture,Tables,Consumer,Second Class,12,103.52,0.22,968.95,131.45
ORD-10280,2023-03-11,2023-03-18,Northeast,Clothing,Women,Home Office,Standard,1,23.82,0.05,22.63,1.89
ORD-10281,2022-06-18,2022-06-25,South,Groceries,Dairy,Consumer,Second Class,4,25.44,0.21,80.39,8.21
ORD-10282,2021-11-02,2021-11-06,West,Clothing,Sports,Consumer,Standard,1,188.19,0.1,169.37,27.85
ORD-10283,2021-09-13,2021-09-15,Southwest,Furniture,Tables,Consumer,First Class,9,765.48,0.18,5649.24,418.43
ORD-10284,2022-10-01,2022-10-07,East,Clothing,Sports,Corporate,Second Class,10,191.09,0.1,1719.81,592.14
ORD-10285,2021-01-14,2021-01-17,West,Clothing,Kids,Consumer,Standard,3,30.97,0.06,87.34,14.34
ORD-10286,2021-04-19,2021-04-24,South,Clothing,Sports,Consumer,First Class,9,59.5,0.23,412.34,31.76
ORD-10287,2021-03-08,2021-03-09,North,Groceries,Dairy,Consumer,Standard,14,15.42,0.08,198.61,65.36
ORD-10288,2021-02-09,2021-02-13,West,Clothing,Men,Corporate,Standard,6,95.86,0.12,506.14,101.8
ORD-10289,2022-08-09,2022-08-13,North,Groceries,Beverages,Corporate,Standard,4,20.8,0.08,76.54,14.27
ORD-10290,2022-06-12,2022-06-15,Southwest,Clothing,Women,Consumer,Same Day,4,91.96,0.2,294.27,39.07
ORD-10291,2021-11-19,2021-11-24,Central,Electronics,Phones,Home Office,Same Day,2,1202.19,0.24,1827.33,110.46
ORD-10292,2021-10-11,2021-10-13,Southwest,Clothing,Men,Consumer,First Class,14,95.1,0.2,1065.12,140.9
ORD-10293,2021-11-26,2021-12-02,North,Groceries,Produce,Home Office,First Class,10,43.21,0.07,401.85,94.91
ORD-10294,2021-04-17,2021-04-20,Central,Furniture,Tables,Corporate,Same Day,4,579.89,0.28,1670.08,148.78
ORD-10295,2021-06-13,2021-06-14,East,Groceries,Dairy,Consumer,Standard,13,7.58,0.07,91.64,19.17
ORD-10296,2022-09-20,2022-09-25,West,Groceries,Snacks,Consumer,First Class,1,42.01,0.11,37.39,11.48
ORD-10297,2023-06-22,2023-06-27,Northeast,Clothing,Men,Corporate,First Class,9,140.47,0.05,1201.02,126.82
ORD-10298,2023-01-03,2023-01-06,Northeast,Groceries,Dairy,Corporate,Same Day,2,16.4,0.07,30.5,4.0
ORD-10299,2023-08-17,2023-08-20,North,Clothing,Men,Consumer,Standard,6,44.92,0.05,256.04,76.79
ORD-10300,2021-11-16,2021-11-22,East,Groceries,Dairy,Corporate,Standard,1,37.36,0.08,34.37,7.29
ORD-10301,2021-05-24,2021-05-26,Central,Clothing,Sports,Consumer,First Class,10,95.21,0.29,675.99,62.25
ORD-10302,2022-07-09,2022-07-15,Southwest,Electronics,Tablets,Consumer,Standard,1,548.37,0.22,427.73,15.33
ORD-10303,2023-05-17,2023-05-22,South,Clothing,Men,Home Office,Standard,12,146.78,0.25,1321.02,70.9
ORD-10304,2023-10-01,2023-10-04,North,Groceries,Produce,Consumer,Standard,8,43.76,0.05,332.58,36.55
ORD-10305,2022-05-28,2022-05-31,East,Furniture,Chairs,Consumer,First Class,5,205.7,0.08,946.22,155.41
ORD-10306,2023-10-15,2023-10-22,Central,Electronics,Accessories,Corporate,Standard,7,1244.24,0.25,6532.26,835.83
ORD-10307,2021-04-14,2021-04-16,North,Furniture,Storage,Corporate,Second Class,3,460.26,0.08,1270.32,99.16
ORD-10308,2021-04-01,2021-04-08,Central,Groceries,Dairy,Consumer,Second Class,10,39.14,0.28,281.81,39.09
ORD-10309,2022-07-07,2022-07-13,Northeast,Clothing,Kids,Corporate,Standard,12,180.2,0.05,2054.28,239.88
ORD-10310,2022-12-11,2022-12-18,Central,Groceries,Dairy,Consumer,Standard,4,7.05,0.26,20.87,0.59
ORD-10311,2023-05-23,2023-05-24,Northeast,Groceries,Dairy,Consumer,First Class,6,49.14,0.08,271.25,30.45
ORD-10312,2022-02-08,2022-02-10,Central,Electronics,Tablets,Consumer,Standard,13,305.11,0.23,3054.15,188.75
ORD-10313,2021-09-24,2021-10-01,West,Electronics,Laptops,Home Office,First Class,10,1382.26,0.06,12993.24,2457.7
ORD-10314,2021-05-26,2021-05-28,Northeast,Groceries,Beverages,Consumer,First Class,13,42.23,0.1,494.09,127.46
ORD-10315,2021-12-27,2021-12-29,Southwest,Clothing,Men,Consumer,Same Day,13,192.03,0.24,1897.26,174.23
ORD-10316,2023-03-27,2023-03-30,Northeast,Groceries,Snacks,Consumer,Standard,5,35.57,0.09,161.84,40.34
ORD-10317,2023-06-19,2023-06-25,Southwest,Furniture,Chairs,Consumer,Standard,5,366.5,0.19,1484.33,85.43
ORD-10318,2023-10-19,2023-10-26,Central,Clothing,Women,Home Office,First Class,3,58.03,0.24,132.31,6.57
ORD-10319,2022-11-03,2022-11-10,Central,Groceries,Produce,Consumer,Second Class,11,13.04,0.24,109.01,5.44
ORD-10320,2022-07-14,2022-07-20,Southwest,Furniture,Storage,Consumer,Standard,10,600.22,0.22,4681.72,565.06
ORD-10321,2022-10-18,2022-10-21,North,Furniture,Chairs,Corporate,Standard,15,655.45,0.05,9340.16,3145.16
ORD-10322,2023-09-30,2023-10-01,East,Electronics,Laptops,Consumer,Same Day,13,577.6,0.05,7133.36,1885.96
ORD-10323,2023-03-03,2023-03-04,North,Furniture,Tables,Corporate,First Class,2,457.26,0.05,868.79,107.42
ORD-10324,2023-07-10,2023-07-15,North,Furniture,Storage,Corporate,Standard,4,764.9,0.05,2906.62,314.81
ORD-10325,2021-02-14,2021-02-15,South,Electronics,Laptops,Corporate,Second Class,9,183.01,0.23,1268.26,157.32
ORD-10326,2023-03-24,2023-03-31,West,Clothing,Sports,Corporate,Standard,12,168.26,0.07,1877.78,283.18
ORD-10327,2021-11-23,2021-11-27,South,Groceries,Dairy,Consumer,First Class,15,32.1,0.26,356.31,20.97
ORD-10328,2022-07-20,2022-07-24,West,Electronics,Tablets,Consumer,Second Class,13,878.19,0.08,10503.15,3330.04
ORD-10329,2023-10-09,2023-10-10,East,Electronics,Laptops,Consumer,Standard,15,808.63,0.1,10916.51,3592.85
ORD-10330,2022-01-20,2022-01-24,South,Electronics,Tablets,Corporate,Standard,13,1239.61,0.23,12408.5,1197.7
ORD-10331,2023-01-06,2023-01-12,Central,Groceries,Snacks,Corporate,Standard,11,31.53,0.25,260.12,11.77
ORD-10332,2023-04-13,2023-04-17,East,Electronics,Tablets,Corporate,Standard,15,124.11,0.09,1694.1,171.88
ORD-10333,2023-10-06,2023-10-09,West,Clothing,Men,Home Office,Second Class,10,185.09,0.12,1628.79,541.2
ORD-10334,2022-05-07,2022-05-12,North,Groceries,Beverages,Consumer,Second Class,6,13.42,0.04,77.3,11.19
ORD-10335,2023-06-15,2023-06-18,Southwest,Electronics,Tablets,Corporate,First Class,5,1499.43,0.19,6072.69,164.41
ORD-10336,2023-02-10,2023-02-15,Southwest,Furniture,Storage,Home Office,Standard,13,253.76,0.24,2507.15,128.19
ORD-10337,2021-11-30,2021-12-07,Northeast,Groceries,Produce,Consumer,Standard,10,48.86,0.05,464.17,161.01
ORD-10338,2021-11-05,2021-11-10,East,Electronics,Laptops,Corporate,Standard,8,198.54,0.06,1493.02,358.34
ORD-10339,2023-03-20,2023-03-26,Central,Groceries,Dairy,Consumer,Standard,7,36.11,0.23,194.63,24.71
ORD-10340,2023-02-17,2023-02-23,East,Furniture,Chairs,Home Office,Standard,1,749.44,0.11,667.0,176.04
ORD-10341,2022-07-30,2022-08-04,West,Clothing,Women,Home Office,Standard,11,184.32,0.09,1845.04,548.57
ORD-10342,2023-03-18,2023-03-25,North,Groceries,Produce,Consumer,Standard,8,13.27,0.05,100.85,28.61
ORD-10343,2021-03-13,2021-03-16,South,Furniture,Storage,Consumer,Standard,2,673.83,0.21,1064.65,94.0
ORD-10344,2023-09-30,2023-10-03,South,Groceries,Produce,Corporate,Standard,9,32.04,0.22,224.92,13.97
ORD-10345,2021-11-24,2021-12-01,Central,Clothing,Sports,Corporate,Same Day,5,181.99,0.28,655.16,44.86
ORD-10346,2023-06-06,2023-06-12,South,Electronics,Tablets,Consumer,Standard,12,894.38,0.25,8049.42,338.36
ORD-10347,2023-09-15,2023-09-17,South,Furniture,Storage,Corporate,Standard,9,596.04,0.22,4184.2,545.86
ORD-10348,2022-11-07,2022-11-08,Northeast,Electronics,Laptops,Corporate,First Class,5,755.02,0.07,3510.84,535.45
ORD-10349,2023-04-29,2023-05-03,South,Electronics,Laptops,Home Office,First Class,14,478.08,0.23,5153.7,709.92
ORD-10350,2021-08-03,2021-08-10,North,Clothing,Sports,Consumer,First Class,1,27.06,0.06,25.44,4.05
ORD-10351,2023-11-02,2023-11-08,Southwest,Electronics,Accessories,Home Office,Standard,4,914.03,0.23,2815.21,285.54
ORD-10352,2021-05-26,2021-05-31,South,Furniture,Beds,Consumer,Second Class,6,680.04,0.2,3264.19,401.79
ORD-10353,2022-02-25,2022-03-04,East,Electronics,Tablets,Consumer,Standard,5,701.64,0.06,3297.71,373.49
ORD-10354,2022-10-03,2022-10-06,Southwest,Electronics,Tablets,Consumer,Second Class,9,505.95,0.21,3597.3,337.03
ORD-10355,2022-10-31,2022-11-01,East,Furniture,Tables,Consumer,Standard,12,529.41,0.06,5971.74,1482.92
ORD-10356,2021-11-29,2021-12-02,Northeast,Electronics,Tablets,Home Office,Second Class,12,1156.65,0.09,12630.62,4405.31
ORD-10357,2021-05-29,2021-05-30,East,Clothing,Women,Consumer,First Class,10,107.29,0.08,987.07,211.7
ORD-10358,2023-05-28,2023-06-04,Southwest,Clothing,Women,Corporate,Standard,11,166.17,0.18,1498.85,104.5
ORD-10359,2021-03-05,2021-03-10,West,Electronics,Accessories,Corporate,Second Class,7,1387.37,0.08,,2841.85
ORD-10360,2022-08-13,2022-08-19,North,Groceries,Dairy,Home Office,Standard,2,25.22,0.04,48.42,16.62
ORD-10361,2023-05-10,2023-05-13,Northeast,Electronics,Accessories,Consumer,Second Class,1,1046.79,0.06,983.98,114.66
ORD-10362,2021-01-12,2021-01-16,,Groceries,Snacks,Consumer,Standard,7,31.1,0.07,202.46,47.33
ORD-10363,2021-02-16,2021-02-19,North,Groceries,Produce,Corporate,Standard,4,37.07,0.05,140.87,10.34
ORD-10364,2023-08-15,2023-08-17,West,Clothing,Kids,Corporate,Second Class,15,20.11,0.1,271.49,74.62
ORD-10365,2022-12-20,2022-12-24,West,Electronics,Phones,Corporate,Standard,12,985.45,0.07,10997.62,2658.89
ORD-10366,2022-07-25,2022-07-29,East,Electronics,Tablets,Consumer,Standard,15,442.63,0.07,6174.69,403.23
ORD-10367,2021-01-17,2021-01-21,East,Groceries,Dairy,Corporate,Second Class,9,24.49,0.06,207.19,20.17
ORD-10368,2021-07-21,2021-07-28,South,Furniture,Chairs,Consumer,First Class,8,338.45,0.21,2139.0,257.31
ORD-10369,2022-09-02,2022-09-03,Southwest,Furniture,Chairs,Consumer,Second Class,6,731.41,0.21,3466.88,219.73
ORD-10370,2021-07-21,2021-07-26,South,Electronics,Phones,Corporate,Standard,12,1470.7,0.25,13236.3,750.95
ORD-10371,2022-01-07,2022-01-08,West,Clothing,Sports,Corporate,First Class,3,181.2,0.1,489.24,123.19
ORD-10372,2023-12-24,2023-12-29,West,Furniture,Storage,Home Office,Same Day,5,244.22,0.1,1098.99,300.1
ORD-10373,2023-03-19,2023-03-23,West,Clothing,Women,Corporate,Standard,14,110.54,0.09,1408.28,351.48
ORD-10374,2023-01-05,2023-01-06,Northeast,Electronics,Tablets,Corporate,First Class,1,111.71,0.06,105.01,29.17
ORD-10375,2022-09-12,2022-09-15,Southwest,Groceries,Dairy,Corporate,Standard,8,39.0,0.19,252.72,32.13
ORD-10376,2023-09-27,2023-10-04,South,Electronics,Tablets,Consumer,Standard,6,1084.09,0.24,4943.45,557.65
ORD-10377,2021-10-19,2021-10-26,West,Electronics,Tablets,Consumer,First Class,13,351.21,0.1,4109.16,490.19
ORD-10378,2021-07-29,2021-08-04,Northeast,Electronics,Accessories,Consumer,Second Class,10,1403.0,0.07,13047.9,2320.19
ORD-10379,2022-11-16,2022-11-22,Northeast,Clothing,Kids,Corporate,Second Class,14,36.08,0.05,479.86,108.23
ORD-10380,2022-01-27,2022-01-29,Southwest,Groceries,Beverages,Consumer,Standard,7,45.95,0.18,263.75,15.9
ORD-10381,2023-06-30,2023-07-03,South,Furniture,Beds,Corporate,Standard,12,531.26,0.26,4717.59,319.47
ORD-10382,2021-03-15,2021-03-20,East,Groceries,Dairy,Consumer,Second Class,14,33.33,0.1,419.96,104.88
ORD-10383,2022-07-27,2022-07-31,East,Clothing,Kids,Corporate,Standard,4,149.53,0.1,538.31,177.08
ORD-10384,2022-12-17,2022-12-18,Northeast,Clothing,Women,Consumer,Same Day,12,168.16,0.07,1876.67,322.82
ORD-10385,2023-05-07,2023-05-10,Central,Groceries,Produce,Home Office,Standard,10,34.24,0.29,243.1,9.49
ORD-10386,2023-02-03,2023-02-07,,Electronics,Laptops,Corporate,First Class,8,288.17,0.1,2074.82,688.91
ORD-10387,2021-06-24,2021-06-27,South,Electronics,Laptops,Corporate,First Class,1,1189.84,0.22,928.08,51.38
ORD-10388,2021-02-05,2021-02-06,South,Electronics,Laptops,Consumer,Standard,15,457.46,0.23,5283.66,146.93
ORD-10389,2022-05-02,2022-05-08,Southwest,Groceries,Produce,Corporate,Second Class,8,4.63,0.21,29.26,3.07
ORD-10390,2022-04-19,2022-04-21,North,Clothing,Kids,Corporate,Second Class,15,196.69,0.07,2743.83,228.91
ORD-10391,2022-08-24,2022-08-26,Southwest,Electronics,Tablets,Corporate,Same Day,7,1327.9,0.2,7436.24,259.38
ORD-10392,2021-07-19,2021-07-20,Central,Clothing,Men,Consumer,Standard,9,41.41,0.24,283.24,8.62
ORD-10393,2021-03-23,2021-03-24,North,Furniture,Tables,Home Office,First Class,11,132.75,0.03,1416.44,376.42
ORD-10394,2023-02-07,2023-02-14,East,Groceries,Beverages,Consumer,Standard,3,21.35,0.05,60.85,7.86
ORD-10395,2022-08-17,2022-08-19,Central,Electronics,Laptops,Home Office,Second Class,1,61.44,0.26,45.47,5.45
ORD-10396,2021-10-17,2021-10-18,South,Electronics,Laptops,Consumer,First Class,7,699.28,0.24,3720.17,359.93
ORD-10397,2021-03-07,2021-03-11,Northeast,Electronics,Accessories,Corporate,Second Class,9,973.16,0.1,7882.6,1214.4
ORD-10398,2023-12-30,2024-01-02,North,Groceries,Produce,Consumer,Second Class,8,39.01,0.08,287.11,26.92
ORD-10399,2022-02-20,2022-02-21,West,Groceries,Produce,Consumer,First Class,8,7.75,0.08,57.04,6.22
ORD-10400,2021-03-30,2021-04-02,East,Groceries,Produce,Consumer,Standard,13,7.07,0.11,81.8,16.11
ORD-10401,2022-08-22,2022-08-28,Central,Furniture,Beds,Home Office,Same Day,6,202.95,0.26,901.1,40.05
ORD-10402,2023-01-22,2023-01-24,West,Clothing,Sports,Consumer,First Class,10,66.47,0.08,611.52,56.57
ORD-10403,2021-08-04,2021-08-07,Southwest,Groceries,Dairy,Consumer,Second Class,1,14.73,0.18,12.08,1.52
ORD-10404,2022-02-01,2022-02-06,East,Clothing,Men,Corporate,Standard,12,39.38,0.1,425.3,83.19
ORD-10405,2022-12-06,2022-12-12,North,Groceries,Snacks,Home Office,Same Day,6,38.9,0.07,217.06,26.24
ORD-10406,2022-06-14,2022-06-19,South,Electronics,Accessories,Home Office,Standard,5,225.05,0.22,877.7,87.87
ORD-10407,2022-10-31,2022-11-06,West,Groceries,Snacks,Corporate,Second Class,1,3.66,0.08,3.37,0.67
ORD-10408,2022-01-18,2022-01-24,East,Electronics,Laptops,Corporate,Standard,6,1405.98,0.09,7676.65,1410.02
ORD-10409,2021-05-23,2021-05-25,North,Furniture,Tables,Consumer,Second Class,14,599.02,0.06,7883.1,2276.6
ORD-10410,2023-04-28,2023-05-04,North,Furniture,Beds,Consumer,Second Class,6,696.04,0.06,3925.67,1077.81
ORD-10411,2023-11-06,2023-11-13,South,Groceries,Produce,Corporate,First Class,10,32.53,0.21,256.99,20.78
ORD-10412,2023-07-25,2023-07-31,South,Groceries,Dairy,Consumer,Same Day,3,48.15,0.23,111.23,7.46
ORD-10413,2022-11-10,2022-11-14,East,Groceries,Dairy,Consumer,First Class,10,26.13,0.1,235.17,52.07
ORD-10414,2021-10-14,2021-10-20,West,Clothing,Women,Consumer,Second Class,11,47.22,0.07,483.06,50.33
ORD-10415,2022-05-07,2022-05-09,East,Electronics,Laptops,Consumer,Standard,5,1479.37,0.1,6657.16,1593.4
ORD-10416,2021-10-06,2021-10-12,North,Groceries,Snacks,Corporate,Standard,14,15.19,0.07,197.77,47.76
ORD-10417,2022-02-01,2022-02-04,North,Furniture,Tables,Consumer,Second Class,14,491.33,0.07,6397.12,916.94
ORD-10418,2023-06-21,2023-06-27,South,Furniture,Chairs,Corporate,First Class,3,268.0,0.22,627.12,81.76
ORD-10419,2022-12-21,2022-12-26,Southwest,Clothing,Men,Home Office,Same Day,12,86.68,0.2,832.13,83.32
ORD-10420,2021-03-21,2021-03-23,West,Clothing,Sports,Corporate,First Class,6,83.54,0.06,471.17,111.79
ORD-10421,2022-08-12,2022-08-14,Northeast,Electronics,Phones,Consumer,First Class,8,817.78,0.05,6215.13,906.07
ORD-10422,2021-10-14,2021-10-20,Central,Clothing,Men,Corporate,Standard,2,150.68,0.24,229.03,6.93
ORD-10423,2023-04-30,2023-05-07,Southwest,Electronics,Laptops,Consumer,Standard,2,944.16,0.19,1529.54,179.76
ORD-10424,2023-04-30,2023-05-06,East,Electronics,Tablets,Consumer,Second Class,8,335.27,0.09,2440.77,665.91
ORD-10425,2023-06-22,2023-06-28,West,Furniture,Chairs,Consumer,Second Class,14,432.54,0.12,,542.21
ORD-10426,2023-12-19,2023-12-20,East,Clothing,Women,Corporate,Second Class,1,76.8,0.09,69.89,6.37
ORD-10427,2022-05-07,2022-05-12,West,Electronics,Tablets,Corporate,Standard,11,1327.58,0.06,13727.18,4336.16
ORD-10428,2023-02-03,2023-02-05,South,Electronics,Accessories,Consumer,First Class,6,1038.4,0.21,4922.02,213.43
ORD-10429,2023-12-12,2023-12-17,Central,Groceries,Produce,Corporate,First Class,14,28.07,0.29,279.02,19.47
ORD-10430,2021-09-19,2021-09-24,Central,Electronics,Tablets,Home Office,Standard,14,701.26,0.28,7068.7,930.34
ORD-10431,2023-08-02,2023-08-09,South,Electronics,Accessories,Consumer,Standard,1,961.48,0.23,740.34,37.56
ORD-10432,2021-03-15,2021-03-21,East,Furniture,Beds,Corporate,First Class,2,457.35,0.08,841.52,116.36
ORD-10433,2022-05-25,2022-05-31,West,Groceries,Snacks,Home Office,Same Day,2,13.93,0.1,25.07,8.5
ORD-10434,2022-12-27,2022-12-30,Southwest,Groceries,Snacks,Corporate,Second Class,6,25.98,0.23,120.03,15.06
ORD-10435,2021-07-05,2021-07-10,North,Clothing,Women,Corporate,First Class,2,84.3,0.05,160.17,8.47
ORD-10436,2021-07-24,2021-07-30,Northeast,Groceries,Beverages,Corporate,First Class,4,14.46,0.06,54.37,17.96
ORD-10437,2023-04-07,2023-04-14,East,Furniture,Chairs,Home Office,Standard,15,433.32,0.06,6109.81,564.56
ORD-10438,2021-10-16,2021-10-20,North,Groceries,Beverages,Consumer,Standard,13,7.95,0.09,94.05,29.68
ORD-10439,2023-12-13,2023-12-20,Southwest,Clothing,Kids,Home Office,Standard,6,153.0,0.24,697.68,85.2
ORD-10440,2021-08-02,2021-08-09,Southwest,Clothing,Kids,Consumer,Standard,14,193.1,0.23,2081.62,94.72
ORD-10441,2021-08-26,2021-08-29,West,Electronics,Tablets,Consumer,First Class,14,714.27,0.1,8999.8,2763.48
ORD-10442,2023-08-01,2023-08-03,Southwest,Clothing,Sports,Corporate,Standard,6,106.67,0.19,518.42,23.3
ORD-10443,2022-05-16,2022-05-17,West,Electronics,Accessories,Consumer,Second Class,8,982.16,0.09,7150.12,2088.12
ORD-10444,2021-07-02,2021-07-04,West,Clothing,Sports,Home Office,Standard,8,130.15,0.07,968.32,196.79
ORD-10445,2021-02-02,2021-02-03,North,Furniture,Beds,Consumer,Standard,3,201.59,0.04,580.58,143.41
ORD-10446,2022-12-24,2022-12-26,West,Furniture,Tables,Consumer,Standard,9,756.88,0.12,5994.49,972.79
ORD-10447,2022-05-09,2022-05-12,Northeast,Clothing,Women,Consumer,Second Class,14,48.58,0.05,646.11,204.73
ORD-10448,2021-07-16,2021-07-23,West,Electronics,Tablets,Consumer,First Class,10,829.94,0.08,7635.45,906.86
ORD-10449,2022-05-16,2022-05-18,South,Clothing,Men,Corporate,First Class,6,189.43,0.21,897.9,83.2
ORD-10450,2021-06-26,2021-07-02,North,Electronics,Tablets,Corporate,Standard,7,352.59,0.07,2295.36,764.79
ORD-10451,2022-12-19,2022-12-22,East,Furniture,Tables,Corporate,First Class,1,346.36,0.11,308.26,42.36
ORD-10452,2023-05-29,2023-06-04,Northeast,Furniture,Beds,Consumer,Second Class,12,626.33,0.08,6914.68,2407.09
ORD-10453,2022-09-13,2022-09-20,Central,Clothing,Men,Consumer,Standard,4,199.22,0.29,565.78,66.53
ORD-10454,2022-04-28,2022-04-29,Central,Electronics,Accessories,Consumer,First Class,9,1326.09,0.27,8712.41,790.24
ORD-10455,2023-04-17,2023-04-20,South,Furniture,Storage,Consumer,Standard,5,464.7,0.25,1742.62,110.92
ORD-10456,2022-04-29,2022-05-01,East,Furniture,Beds,Consumer,Second Class,3,252.15,0.06,711.06,134.2
ORD-10457,2021-06-10,2021-06-14,Central,Furniture,Chairs,Corporate,Standard,4,542.61,0.24,1649.53,196.72
ORD-10458,2021-02-12,2021-02-14,Northeast,Clothing,Men,Consumer,Second Class,8,97.58,0.06,733.8,227.65
ORD-10459,2021-06-15,2021-06-17,North,Groceries,Produce,Consumer,Second Class,5,35.27,0.05,167.53,40.65
ORD-10460,2023-08-27,2023-09-02,West,Furniture,Chairs,Corporate,Standard,8,119.4,0.08,878.78,130.77
ORD-10461,2023-06-10,2023-06-14,Northeast,Furniture,Tables,Consumer,First Class,14,156.7,0.08,2018.3,655.77
ORD-10462,2023-09-04,2023-09-10,Northeast,Groceries,Dairy,Corporate,Standard,10,6.28,0.04,60.29,8.71
ORD-10463,2021-11-11,2021-11-17,North,Electronics,Laptops,Consumer,First Class,1,949.98,0.07,883.48,62.21
ORD-10464,2023-10-09,2023-10-16,Central,Furniture,Tables,Consumer,First Class,4,786.22,0.26,2327.21,306.63
ORD-10465,2022-07-01,2022-07-08,East,Groceries,Snacks,Consumer,First Class,11,28.27,0.09,282.98,65.93
ORD-10466,2021-02-07,2021-02-11,Northeast,Groceries,Snacks,Consumer,Same Day,6,43.75,0.1,236.25,66.25
ORD-10467,2023-08-20,2023-08-26,East,Furniture,Storage,Consumer,Standard,1,586.42,0.06,551.23,92.09
ORD-10468,2021-11-03,2021-11-04,Central,Groceries,Dairy,Consumer,Second Class,11,33.26,0.26,270.74,7.64
ORD-10469,2023-04-18,2023-04-23,Northeast,Electronics,Accessories,Consumer,Standard,12,1284.08,0.09,14022.15,4766.84
ORD-10470,2021-11-20,2021-11-24,Southwest,Groceries,Beverages,Corporate,Standard,10,17.58,0.19,142.4,16.67
ORD-10471,2023-06-08,2023-06-14,West,Groceries,Produce,Consumer,First Class,11,47.36,0.09,474.07,118.4
ORD-10472,2022-03-06,2022-03-07,Southwest,Electronics,Accessories,Consumer,Standard,8,1303.69,0.21,8239.32,925.77
ORD-10473,2022-09-25,2022-10-01,Central,Electronics,Accessories,Consumer,First Class,3,447.71,0.28,967.05,38.43
ORD-10474,2021-04-02,2021-04-03,South,Clothing,Women,Consumer,First Class,11,93.12,0.23,788.73,29.32
ORD-10475,2023-04-08,2023-04-14,North,Groceries,Dairy,Home Office,Same Day,15,34.18,0.07,476.81,95.85
ORD-10476,2022-12-30,2023-01-05,North,Electronics,Accessories,Home Office,Second Class,7,1140.75,0.08,7346.43,2037.1
ORD-10477,2021-12-24,2021-12-30,East,Groceries,Produce,Consumer,Standard,13,37.96,0.06,463.87,27.96
ORD-10478,2023-08-09,2023-08-15,Central,Electronics,Laptops,Consumer,Same Day,4,849.32,0.25,2547.96,85.9
ORD-10479,2021-05-01,2021-05-06,Northeast,Groceries,Dairy,Corporate,First Class,4,40.94,0.05,155.57,22.67
