order_id,order_date,ship_date,region,category,sub_category,customer_segment,ship_mode,quantity,unit_price,discount,sales,profit
ORD-13417,18-10-22,24-10-22,West,Clothing,Men,Consumer,Standard,3,26.15,0.07,72.96,18.2
ORD-13418,20-12-23,22-12-23,East,Electronics,Tablets,Corporate,Same Day,14,1467.51,0.06,19312.43,5091.15
ORD-13419,18-12-21,19-12-21,East,Groceries,Beverages,Consumer,First Class,2,21.99,0.05,41.78,8.38
ORD-13420,28-03-23,01-04-23,South,Clothing,Sports,Corporate,Second Class,13,179.21,0.24,1770.59,230.77
ORD-13421,23-03-22,25-03-22,West,Groceries,Beverages,Consumer,Standard,12,13.82,0.1,149.26,27.91
ORD-13422,06-03-23,10-03-23,South,Groceries,Snacks,Corporate,Second Class,4,49.24,0.23,151.66,13.39
ORD-13423,08-11-21,09-11-21,Northeast,Furniture,Tables,Consumer,Second Class,5,389.65,0.04,1870.32,276.82
ORD-13424,25-10-23,30-10-23,West,Furniture,Beds,Consumer,First Class,11,507.63,0.12,4913.86,1369.19
ORD-13425,16-08-22,19-08-22,North,Furniture,Chairs,Consumer,Second Class,3,723.8,0.07,2019.4,368.38
ORD-13426,05-08-23,08-08-23,South,Electronics,Phones,Consumer,Standard,1,1183.82,0.23,911.54,97.28
ORD-13427,26-08-23,02-09-23,East,Furniture,Tables,Consumer,Second Class,13,182.23,0.1,2132.09,448.29
ORD-13428,11-06-23,17-06-23,Southwest,Furniture,Chairs,Consumer,Standard,1,94.4,0.19,76.46,3
ORD-13429,04-11-23,09-11-23,South,Clothing,Kids,Corporate,Standard,13,81.3,0.22,824.38,93.37
ORD-13430,06-11-23,08-11-23,Southwest,Furniture,Beds,Consumer,Second Class,15,754.67,0.19,9169.24,1135.63
ORD-13431,12-03-21,16-03-21,North,Clothing,Sports,Consumer,Standard,5,14,0.06,65.8,13.83
ORD-13432,10-01-23,13-01-23,South,Furniture,Storage,Consumer,First Class,2,202.73,0.22,316.26,42.63
ORD-13433,18-05-21,21-05-21,West,Clothing,Kids,Consumer,Standard,7,58.85,0.11,366.64,35.96
ORD-13434,01-08-21,04-08-21,Southwest,Clothing,Sports,Consumer,Second Class,2,46.48,0.18,76.23,4.12
ORD-13435,08-02-21,14-02-21,East,Furniture,Tables,Consumer,Second Class,3,111.04,0.06,313.13,95.49
ORD-13436,25-08-21,28-08-21,Southwest,Clothing,Women,Corporate,First Class,4,34.28,0.21,108.32,14.53
ORD-13437,12-08-21,19-08-21,South,Furniture,Tables,Corporate,Standard,3,481.12,0.22,1125.82,133.65
ORD-13439,07-06-22,08-06-22,West,Electronics,Tablets,Consumer,Same Day,7,1170.62,0.08,7538.79,1952.76
ORD-13440,18-04-22,22-04-22,Northeast,Electronics,Tablets,Consumer,Standard,7,1279.65,0.07,8330.52,1109.32
ORD-13441,08-05-22,11-05-22,Northeast,Furniture,Chairs,Consumer,Standard,5,355.31,0.09,1616.66,467.71
ORD-13442,25-12-21,30-12-21,South,Groceries,Beverages,Consumer,Standard,4,26.38,0.22,82.31,10.33
ORD-13443,26-04-22,03-05-22,North,Clothing,Sports,Consumer,First Class,3,111.98,0.06,315.78,92.33
ORD-13444,15-01-21,20-01-21,West,Clothing,Men,Corporate,Standard,12,168.22,0.1,1816.78,143.3
ORD-13445,02-05-21,08-05-21,West,Clothing,Women,Consumer,First Class,2,101.49,0.08,186.74,34.85
ORD-13446,02-11-21,06-11-21,South,Groceries,Snacks,Home Office,Same Day,8,35.85,0.22,223.7,7.09
ORD-13447,19-12-21,23-12-21,East,Furniture,Tables,Consumer,Standard,4,366.47,0.08,1348.61,231.87
ORD-13448,05-12-23,07-12-23,South,Electronics,Tablets,Consumer,Standard,12,319.36,0.26,2835.92,372.01
ORD-13449,02-08-22,04-08-22,Northeast,Clothing,Men,Consumer,Standard,3,52.93,0.09,144.5,23.5
ORD-13450,25-03-21,01-04-21,West,Furniture,Tables,Consumer,Standard,5,253.22,0.07,1177.47,263.69
ORD-13451,06-07-22,13-07-22,North,Electronics,Tablets,Consumer,Second Class,10,1336.3,0.07,12427.59,711.46
ORD-13452,15-03-22,19-03-22,South,Groceries,Produce,Consumer,Standard,2,18.58,0.25,27.87,2.15
ORD-13453,05-07-23,08-07-23,Central,Groceries,Dairy,Consumer,Standard,15,32.38,0.27,354.56,24.93
ORD-13454,28-05-22,04-06-22,Northeast,Groceries,Produce,Consumer,First Class,10,24.61,0.06,231.33,34.75
ORD-13455,17-08-22,22-08-22,West,Furniture,Storage,Home Office,Standard,10,127.28,0.12,1120.06,209.72
ORD-13456,24-05-23,27-05-23,Southwest,Clothing,Sports,Consumer,Standard,6,74.97,0.21,355.36,41.5
ORD-13458,28-03-23,03-04-23,Northeast,Groceries,Produce,Corporate,Standard,14,23.61,0.05,314.01,22
ORD-13459,28-03-21,31-03-21,West,Electronics,Laptops,Consumer,Standard,14,760.9,0.07,9906.92,698.29
ORD-13460,09-03-23,12-03-23,Northeast,Clothing,Sports,Consumer,Same Day,3,129.54,0.08,357.53,87.72
ORD-13461,17-12-22,24-12-22,Central,Clothing,Men,Consumer,First Class,6,181.52,0.24,827.73,103.7
ORD-13462,16-08-22,22-08-22,Central,Electronics,Tablets,Consumer,Standard,13,264.45,0.26,2544.01,146.73
ORD-13463,22-08-22,26-08-22,South,Electronics,Tablets,Consumer,Second Class,8,1132.92,0.24,6888.15,631.24
ORD-13464,29-09-22,01-10-22,Central,Groceries,Beverages,Consumer,Second Class,13,43.94,0.25,428.42,12.2
ORD-13465,20-06-21,27-06-21,West,Groceries,Beverages,Home Office,Standard,11,35.99,0.1,356.3,37.43
ORD-13466,15-08-23,20-08-23,North,Furniture,Tables,Corporate,Standard,11,633.56,0.06,6551.01,2155.81
ORD-13467,10-11-22,17-11-22,West,Electronics,Laptops,Consumer,Second Class,13,699.07,0.11,8088.24,812.06
ORD-13468,29-05-22,01-06-22,West,Furniture,Storage,Home Office,Same Day,13,527.42,0.07,6376.51,1475.9
ORD-13469,22-04-23,23-04-23,North,Electronics,Accessories,Corporate,Second Class,2,836.85,0.04,1606.75,256.72
ORD-13470,01-12-21,04-12-21,South,Groceries,Dairy,Corporate,Same Day,10,39.75,0.25,298.12,12.58
ORD-13471,23-07-22,25-07-22,East,Furniture,Beds,Corporate,First Class,3,121.68,0.06,343.14,88.77
ORD-13472,15-10-23,17-10-23,West,Electronics,Phones,Consumer,First Class,9,889.6,0.09,7285.82,959.5
ORD-13473,21-08-21,27-08-21,East,Electronics,Accessories,Consumer,Second Class,13,401.83,0.06,4910.36,693.53
ORD-13474,17-10-23,20-10-23,North,Furniture,Storage,Consumer,Standard,3,444.37,0.04,1279.79,386.37
ORD-13475,26-09-22,03-10-22,West,Electronics,Accessories,Corporate,First Class,15,618.24,0.08,8531.71,2576.73
ORD-13476,13-06-23,15-06-23,South,Furniture,Storage,Consumer,Standard,13,616.25,0.24,6088.55,135.51
ORD-13477,10-03-21,11-03-21,West,Electronics,Phones,Corporate,First Class,14,1265.08,0.06,16648.45,5249.75
ORD-13478,25-04-23,29-04-23,West,Furniture,Chairs,Consumer,Standard,11,799.28,0.08,8088.71,2635.3
ORD-13479,03-10-21,06-10-21,Southwest,Groceries,Dairy,Consumer,Second Class,7,16.12,0.2,90.27,2.34
ORD-13480,06-03-21,09-03-21,North,Electronics,Phones,Corporate,Second Class,3,530.61,0.05,1512.24,206.18
ORD-13481,08-02-23,11-02-23,West,Electronics,Laptops,Consumer,Standard,12,933.86,0.08,10309.81,2524.34
ORD-13482,07-06-21,10-06-21,North,Electronics,Tablets,Consumer,Standard,9,1141.99,0.07,9558.46,1200.76
ORD-13483,14-03-21,18-03-21,West,Furniture,Chairs,Consumer,First Class,10,294.19,0.06,2765.39,371.56
ORD-13484,03-08-23,07-08-23,North,Electronics,Tablets,Corporate,Second Class,8,294.66,0.07,2192.27,160.64
ORD-13485,29-08-21,01-09-21,East,Electronics,Tablets,Consumer,Standard,1,826.6,0.1,743.94,76.65
ORD-13486,23-03-23,25-03-23,North,Electronics,Phones,Consumer,Standard,11,521.29,0.07,5332.8,557.87
ORD-13487,01-02-21,06-02-21,Central,Furniture,Chairs,Consumer,Standard,2,304.39,0.28,438.32,55.59
ORD-13488,17-12-22,24-12-22,East,Clothing,Women,Corporate,First Class,8,141.25,0.1,1017,235.52
ORD-13489,13-06-21,15-06-21,Northeast,Electronics,Phones,Corporate,Second Class,10,1424.02,0.09,12958.58,3422.94
ORD-13490,15-02-22,22-02-22,East,Groceries,Beverages,Corporate,First Class,10,28.68,0.09,260.99,51.77
ORD-13491,20-11-23,24-11-23,West,Clothing,Women,Corporate,Standard,7,78.42,0.12,483.07,146.75
ORD-13492,15-08-23,18-08-23,West,Clothing,Sports,Home Office,Second Class,3,155.41,0.09,424.27,124.15
ORD-13493,07-07-23,11-07-23,East,Electronics,Tablets,Corporate,Standard,10,79.91,0.1,719.19,190.87
ORD-13494,15-12-22,18-12-22,Northeast,Groceries,Produce,Consumer,Second Class,15,35.44,0.07,494.39,76.49
ORD-13495,06-09-23,13-09-23,Northeast,Electronics,Tablets,Consumer,Second Class,6,1397.31,0.06,7880.83,1187.57
ORD-13496,17-09-21,20-09-21,Central,Electronics,Tablets,Home Office,Same Day,5,748.06,0.28,2693.02,220.65
ORD-13497,10-03-23,17-03-23,North,Groceries,Beverages,Corporate,Standard,12,48.74,0.05,555.64,51.84
ORD-13498,27-11-21,03-12-21,Southwest,Electronics,Tablets,Consumer,Standard,1,1229.66,0.24,934.54,73.31
ORD-13499,06-11-22,10-11-22,Central,Groceries,Beverages,Corporate,Second Class,9,29.85,0.29,190.74,7.03
ORD-13500,20-09-22,23-09-22,East,Groceries,Beverages,Consumer,Second Class,1,28.29,0.08,26.03,4.93
ORD-13501,29-04-21,30-04-21,West,Furniture,Tables,Consumer,First Class,10,314.05,0.09,2857.86,388.28
ORD-13502,19-04-23,23-04-23,North,Groceries,Dairy,Consumer,Standard,14,42.72,0.06,562.2,45.83
ORD-13503,29-04-21,01-05-21,Central,Clothing,Sports,Home Office,First Class,12,190.98,0.27,1672.98,209.5
ORD-13504,05-12-22,08-12-22,East,Clothing,Kids,Corporate,Second Class,2,192.98,0.07,358.94,84.34
ORD-13505,29-07-23,02-08-23,North,Furniture,Storage,Consumer,First Class,13,684.28,0.07,8272.95,2025.9
ORD-13506,31-01-23,06-02-23,Central,Groceries,Produce,Consumer,Second Class,3,20.71,0.29,44.11,4.22
ORD-13507,11-12-22,18-12-22,West,Electronics,Laptops,Corporate,Standard,11,1254.41,0.09,12556.64,4122.04
ORD-13508,28-02-22,01-03-22,West,Furniture,Beds,Consumer,Same Day,2,90.83,0.07,168.94,8.95
ORD-13509,11-06-21,13-06-21,West,Electronics,Tablets,Corporate,Second Class,5,876.51,0.11,3900.47,1224.99
ORD-13510,08-04-23,11-04-23,North,Clothing,Kids,Consumer,Second Class,13,194.8,0.03,2456.43,429.67
ORD-13511,12-10-22,18-10-22,North,Clothing,Men,Home Office,Second Class,11,82.05,0.08,830.35,218.31
ORD-13512,24-06-22,30-06-22,West,Groceries,Produce,Consumer,Standard,15,9.31,0.12,122.89,10.49
ORD-13513,24-01-23,25-01-23,Northeast,Electronics,Phones,Consumer,Standard,9,928.65,0.09,7605.64,552.18
ORD-13514,16-03-23,17-03-23,West,Electronics,Laptops,Consumer,Same Day,8,1279.42,0.11,9109.47,2784.73
ORD-13515,14-09-22,18-09-22,Central,Electronics,Tablets,Corporate,Standard,7,1265.78,0.28,6379.53,762.17
ORD-13516,05-08-21,06-08-21,Central,Electronics,Laptops,Consumer,Standard,7,1334.06,0.29,6630.28,787.63
ORD-13517,15-11-23,19-11-23,Southwest,Groceries,Produce,Corporate,Standard,3,34.57,0.18,85.04,9.8
ORD-13518,27-07-22,28-07-22,Central,Furniture,Storage,Consumer,Standard,8,351.81,0.26,2082.72,131.48
ORD-13519,24-06-22,28-06-22,North,Groceries,Beverages,Consumer,First Class,14,37.39,0.07,486.82,56.35
ORD-13520,12-12-22,19-12-22,East,Clothing,Sports,Corporate,Same Day,8,98.1,0.06,737.71,244.98
ORD-13521,03-09-23,06-09-23,South,Groceries,Snacks,Corporate,Second Class,10,9.39,0.24,71.36,7.73
ORD-13522,28-09-21,04-10-21,North,Electronics,Phones,Corporate,Second Class,8,426.62,0.07,3174.05,1057.12
ORD-13523,11-07-23,16-07-23,Central,Electronics,Laptops,Consumer,Standard,2,594.4,0.25,891.6,31.9
ORD-13524,27-04-23,29-04-23,East,Electronics,Phones,Home Office,Standard,13,199.08,0.09,2355.12,749.64
ORD-13525,10-08-21,14-08-21,East,Electronics,Accessories,Corporate,Second Class,13,552.63,0.06,6753.14,1731.19
ORD-13526,02-10-22,03-10-22,East,Groceries,Beverages,Consumer,Same Day,4,21.96,0.09,79.93,18.46
ORD-13527,17-08-21,20-08-21,South,Furniture,Tables,Consumer,Standard,15,467.28,0.22,5467.18,136.43
ORD-13528,21-05-23,22-05-23,West,Electronics,Phones,Consumer,First Class,4,1101.79,0.1,3966.44,710.78
ORD-13529,01-08-22,05-08-22,Central,Clothing,Women,Consumer,Second Class,13,140.18,0.28,1312.08,167.02
ORD-13530,25-12-23,29-12-23,West,Electronics,Accessories,Corporate,Standard,10,581.89,0.06,5469.77,414.28
ORD-13531,01-01-22,06-01-22,Northeast,Groceries,Beverages,Consumer,Standard,14,20.43,0.09,260.28,52.74
ORD-13532,08-05-21,10-05-21,South,Furniture,Chairs,Corporate,Standard,10,163.39,0.26,1209.09,51.86
ORD-13533,29-07-21,30-07-21,East,Furniture,Storage,Consumer,Standard,11,554.53,0.07,5672.84,1296.99
ORD-13534,06-04-21,13-04-21,Southwest,Electronics,Laptops,Corporate,First Class,9,353.93,0.2,2548.3,243.68
ORD-13535,25-09-21,28-09-21,North,Clothing,Kids,Consumer,Second Class,14,65.46,0.09,833.96,217.17
ORD-13536,08-11-21,09-11-21,South,Electronics,Laptops,Consumer,First Class,1,910.98,0.22,710.56,16.57
ORD-13537,18-11-22,21-11-22,West,Furniture,Storage,Corporate,Second Class,9,506.08,0.08,4190.34,594.35
ORD-13538,09-05-21,15-05-21,North,Clothing,Women,Consumer,Standard,15,113.39,0.07,1581.79,485.96
ORD-13539,10-07-23,14-07-23,Northeast,Furniture,Chairs,Home Office,Same Day,13,582.94,0.06,7123.53,491.15
ORD-13540,14-12-21,20-12-21,Northeast,Clothing,Men,Consumer,Second Class,9,26.2,0.04,226.37,44.45
ORD-13541,16-12-21,22-12-21,West,Groceries,Beverages,Corporate,First Class,3,37.93,0.12,100.14,6.34
ORD-13542,04-01-23,10-01-23,North,Furniture,Chairs,Consumer,Same Day,10,667.22,0.07,6205.15,2014.2
ORD-13543,11-08-21,12-08-21,Northeast,Clothing,Sports,Consumer,Second Class,14,118.41,0.06,1558.28,478.31
ORD-13544,26-09-21,28-09-21,South,Clothing,Men,Consumer,Standard,5,153.25,0.21,605.34,62.61
ORD-13545,08-01-22,12-01-22,East,Clothing,Men,Consumer,Same Day,1,166.44,0.09,151.46,23.8
ORD-13546,01-02-23,07-02-23,Northeast,Groceries,Beverages,Consumer,Standard,11,22.89,0.09,229.13,16.58
ORD-13547,28-02-23,04-03-23,South,Furniture,Beds,Corporate,First Class,8,408.39,0.23,2515.68,296.75
ORD-13548,21-03-23,23-03-23,Central,Electronics,Phones,Consumer,Second Class,3,58.48,0.29,124.56,5.34
ORD-13549,05-12-21,08-12-21,West,Groceries,Snacks,Consumer,Same Day,3,40.85,0.1,110.3,7
ORD-13550,27-09-21,03-10-21,East,Clothing,Women,Corporate,Second Class,3,116.6,0.06,328.81,21.06
ORD-13551,07-12-21,11-12-21,Southwest,Electronics,Tablets,Consumer,Standard,2,825.92,0.2,1321.47,151.72
ORD-13552,06-02-22,10-02-22,Central,Furniture,Chairs,Consumer,Second Class,11,301.81,0.27,2423.53,70.75
ORD-13553,14-10-21,17-10-21,Northeast,Clothing,Kids,Home Office,Second Class,10,137.44,0.08,1264.45,190.52
ORD-13554,14-09-23,18-09-23,North,Clothing,Men,Consumer,First Class,6,53.4,0.05,304.38,98.83
ORD-13555,23-10-22,30-10-22,Southwest,Groceries,Produce,Corporate,Standard,11,5.34,0.23,45.23,4.68
ORD-13556,15-10-23,19-10-23,Northeast,Furniture,Storage,Corporate,Standard,15,199.52,0.05,2843.16,287.23
ORD-13557,05-04-23,12-04-23,Northeast,Furniture,Storage,Corporate,Standard,3,235.67,0.08,650.45,40.02
ORD-13558,06-05-22,07-05-22,West,Electronics,Phones,Consumer,Standard,8,678.56,0.1,4885.63,528.93
ORD-13559,22-05-21,25-05-21,Southwest,Clothing,Kids,Home Office,Standard,7,186.75,0.21,1032.73,25.57
ORD-13560,01-10-22,05-10-22,Southwest,Furniture,Beds,Home Office,Same Day,6,538.63,0.22,2520.79,194.46
ORD-13561,16-05-21,19-05-21,West,Electronics,Laptops,Consumer,Second Class,9,1166.5,0.06,9868.59,2460.72
ORD-13562,30-09-22,03-10-22,North,Furniture,Beds,Consumer,Standard,6,160.02,0.07,892.91,171.13
ORD-13563,10-12-21,15-12-21,Central,Electronics,Laptops,Consumer,First Class,3,1161.24,0.24,2647.63,154.2
ORD-13564,17-05-21,21-05-21,South,Electronics,Laptops,Consumer,Second Class,13,342.31,0.26,3293.02,67.01
ORD-13565,16-10-22,18-10-22,South,Clothing,Sports,Consumer,First Class,13,135.66,0.22,1375.59,114.55
ORD-13566,23-07-23,25-07-23,Southwest,Clothing,Kids,Consumer,Standard,3,84.16,0.19,204.51,27.49
ORD-13567,16-09-23,19-09-23,East,Clothing,Kids,Home Office,Standard,11,112.69,0.09,1128.03,280.74
ORD-13568,01-12-21,03-12-21,East,Clothing,Men,Consumer,First Class,4,123.76,0.06,465.34,36.54
ORD-13569,03-10-21,05-10-21,Central,Furniture,Storage,Home Office,Second Class,1,301.66,0.24,229.26,19.01
ORD-13570,29-11-22,01-12-22,Central,Electronics,Tablets,Corporate,First Class,1,255.44,0.25,191.58,20.22
ORD-13571,08-09-21,13-09-21,North,Clothing,Women,Consumer,First Class,13,98.41,0.07,1189.78,193.84
ORD-13572,17-10-21,19-10-21,East,Electronics,Laptops,Consumer,Second Class,15,288.97,0.05,4117.82,1037.64
ORD-13573,29-10-21,31-10-21,South,Electronics,Accessories,Corporate,Same Day,12,1420.71,0.23,13127.36,757.4
ORD-13574,13-11-21,19-11-21,West,Electronics,Tablets,Consumer,Second Class,8,1413.25,0.11,10062.34,1949.93
ORD-13575,08-09-21,15-09-21,West,Groceries,Produce,Corporate,Standard,7,14.67,0.12,90.37,14.67
ORD-13576,20-06-23,26-06-23,East,Furniture,Storage,Home Office,Second Class,7,264.42,0.07,1721.37,294.09
ORD-13577,22-07-21,25-07-21,West,Clothing,Sports,Consumer,Standard,11,40.11,0.1,397.09,133.01
ORD-13578,17-03-21,21-03-21,Southwest,Groceries,Dairy,Corporate,Standard,1,28.53,0.19,23.11,1.44
ORD-13579,13-02-21,19-02-21,West,Groceries,Snacks,Corporate,Second Class,4,22.82,0.11,81.24,25.73
ORD-13580,30-03-22,03-04-22,West,Electronics,Tablets,Home Office,Standard,8,109.79,0.07,816.84,59.81
ORD-13581,13-08-21,18-08-21,North,Furniture,Chairs,Consumer,Second Class,11,438.02,0.05,4577.31,1545.27
ORD-13582,01-09-22,03-09-22,North,Groceries,Beverages,Corporate,Standard,14,33.47,0.07,435.78,103.83
ORD-13583,01-11-22,02-11-22,West,Clothing,Women,Corporate,First Class,10,47.42,0.12,417.3,92.67
ORD-13584,20-08-23,21-08-23,South,Electronics,Accessories,Consumer,First Class,3,1314.75,0.25,2958.19,344.87
ORD-13585,31-08-23,07-09-23,West,Furniture,Beds,Home Office,Second Class,5,319.05,0.06,1499.53,222.54
ORD-13586,02-11-21,05-11-21,Central,Electronics,Phones,Corporate,Second Class,5,612.81,0.26,2267.4,231.74
ORD-13587,20-07-23,23-07-23,South,Electronics,Laptops,Home Office,First Class,2,296.81,0.25,445.22,39.38
ORD-13588,27-11-22,03-12-22,Northeast,Furniture,Storage,Corporate,Same Day,5,327.98,0.1,1475.91,336.63
ORD-13589,06-03-22,11-03-22,West,Furniture,Chairs,Corporate,Standard,15,745.36,0.11,9950.56,2344.74
ORD-13590,22-11-23,23-11-23,Northeast,Furniture,Chairs,Corporate,Second Class,9,538.43,0.06,4555.12,945.76
ORD-13591,28-02-22,07-03-22,Southwest,Furniture,Beds,Home Office,Same Day,11,657.35,0.2,5784.68,584
ORD-13592,07-02-22,14-02-22,East,Groceries,Beverages,Consumer,Standard,11,27.26,0.05,284.87,55.96
ORD-13593,11-06-22,16-06-22,Central,Groceries,Dairy,Consumer,First Class,2,39.41,0.25,59.11,7.58
ORD-13594,01-10-23,04-10-23,South,Furniture,Chairs,Consumer,Second Class,6,605.84,0.22,2835.33,173.66
ORD-13595,15-09-22,22-09-22,North,Electronics,Phones,Corporate,Same Day,11,1238.73,0.07,12672.21,2786.91
ORD-13596,03-11-21,09-11-21,Central,Electronics,Laptops,Corporate,Standard,12,787.52,0.27,6898.68,328.02
ORD-13597,09-04-22,10-04-22,Southwest,Furniture,Tables,Consumer,Standard,7,470.2,0.24,2501.46,247.59
ORD-13598,13-05-22,19-05-22,Southwest,Groceries,Produce,Consumer,Second Class,11,12.56,0.19,111.91,7.41
ORD-13599,13-12-22,15-12-22,Central,Furniture,Tables,Consumer,Second Class,12,216.05,0.24,1970.38,109.75
ORD-13600,06-10-23,13-10-23,East,Clothing,Women,Home Office,Standard,14,147.26,0.06,1937.94,380.18
ORD-13601,09-07-21,16-07-21,East,Furniture,Storage,Consumer,First Class,6,448.91,0.08,2477.98,337.86
ORD-13602,02-12-21,05-12-21,East,Clothing,Women,Consumer,First Class,3,68.93,0.06,194.38,67.61
ORD-13603,13-09-21,18-09-21,Central,Groceries,Snacks,Consumer,First Class,1,10.98,0.29,7.8,0.97
ORD-13604,09-01-22,16-01-22,North,Furniture,Beds,Corporate,First Class,15,163.26,0.05,2326.45,414.68
ORD-13605,09-10-22,14-10-22,Central,Furniture,Beds,Consumer,First Class,10,272.25,0.24,2069.1,64.59
ORD-13606,29-03-21,30-03-21,North,Furniture,Tables,Consumer,Standard,12,548.59,0.06,6188.1,372.15
ORD-13607,19-03-22,24-03-22,East,Groceries,Dairy,Consumer,Standard,15,36.57,0.08,504.67,66.16
ORD-13608,23-12-22,28-12-22,West,Furniture,Beds,Consumer,Second Class,7,143.66,0.07,935.23,188.96
ORD-13609,08-08-22,13-08-22,West,Electronics,Laptops,Consumer,First Class,5,481.56,0.1,2167.02,120.89
ORD-13610,27-12-23,31-12-23,North,Electronics,Accessories,Consumer,Second Class,11,529.16,0.05,5529.72,1721.21
ORD-13611,01-08-21,03-08-21,Central,Furniture,Chairs,Consumer,Second Class,15,452.08,0.26,5018.09,381.72
ORD-13612,05-04-21,12-04-21,East,Groceries,Snacks,Consumer,First Class,2,16.75,0.06,31.49,4.28
ORD-13613,15-01-22,19-01-22,East,Clothing,Women,Corporate,Same Day,12,136.7,0.07,1525.57,225.94
ORD-13614,24-11-22,01-12-22,South,Electronics,Laptops,Consumer,Second Class,14,749.24,0.23,8076.81,191.64
ORD-13615,30-06-21,07-07-21,Northeast,Groceries,Dairy,Consumer,Second Class,15,24.63,0.07,343.59,85.95
ORD-13616,20-08-22,21-08-22,East,Furniture,Tables,Home Office,First Class,3,651.5,0.06,1837.23,442.44
ORD-13617,16-09-22,21-09-22,Central,Furniture,Chairs,Home Office,Standard,4,597.15,0.25,1791.45,223.73
ORD-13618,18-01-23,20-01-23,East,Electronics,Laptops,Consumer,Second Class,7,724.97,0.06,4770.3,439.3
ORD-13619,12-06-23,16-06-23,North,Clothing,Women,Corporate,Second Class,1,11.45,0.06,10.76,3.51
ORD-13620,28-06-21,29-06-21,South,Furniture,Tables,Consumer,Standard,4,670.03,0.26,1983.29,198.43
ORD-13621,29-01-21,31-01-21,Central,Electronics,Accessories,Consumer,Standard,8,85.81,0.24,521.72,19.64
ORD-13622,16-07-22,17-07-22,East,Electronics,Laptops,Consumer,Standard,12,1155.01,0.06,13028.51,4510.34
ORD-13623,19-06-23,21-06-23,West,Furniture,Storage,Consumer,Standard,10,387.71,0.11,3450.62,560.97
ORD-13624,13-07-23,20-07-23,Central,Groceries,Produce,Consumer,Standard,12,27.17,0.25,244.53,34.12
ORD-13625,23-01-23,27-01-23,North,Groceries,Snacks,Home Office,Second Class,9,26.17,0.05,223.75,14.19
ORD-13626,06-11-22,12-11-22,Northeast,Electronics,Accessories,Corporate,Standard,4,958.45,0.07,3565.43,633.52
ORD-13627,21-11-22,28-11-22,West,Clothing,Men,Consumer,Same Day,15,151.55,0.07,2114.12,605.87
ORD-13628,01-03-22,02-03-22,Southwest,Electronics,Accessories,Corporate,Second Class,12,946.53,0.21,8973.1,593.61
ORD-13629,02-10-21,07-10-21,North,Electronics,Tablets,Consumer,Standard,3,281.17,0.06,792.9,169.91
ORD-13630,20-02-23,23-02-23,North,Clothing,Kids,Consumer,Second Class,8,22.61,0.07,168.22,25.92
ORD-13631,10-09-23,12-09-23,East,Clothing,Men,Corporate,Standard,15,165.29,0.1,2231.41,245.1
ORD-13632,17-07-21,22-07-21,Northeast,Furniture,Beds,Home Office,Second Class,4,664.97,0.07,2473.69,740.12
ORD-13633,18-08-21,21-08-21,West,Clothing,Men,Consumer,Standard,4,49.82,0.12,175.37,56.94
ORD-13634,02-12-22,04-12-22,North,Electronics,Laptops,Consumer,Standard,13,1246.26,0.07,15067.28,804.6
ORD-13635,13-12-23,19-12-23,Northeast,Clothing,Kids,Corporate,Standard,3,139.78,0.05,398.37,133.35
ORD-13636,19-07-22,22-07-22,East,Electronics,Phones,Consumer,Standard,6,424.66,0.09,2318.64,685.98
ORD-13637,04-05-21,05-05-21,West,Groceries,Beverages,Home Office,Second Class,3,24.61,0.11,65.71,11.48
ORD-13638,20-04-23,26-04-23,Central,Electronics,Tablets,Home Office,Second Class,3,447.54,0.25,1006.97,106.23
ORD-13639,11-09-23,16-09-23,Southwest,Clothing,Women,Consumer,Standard,3,196.26,0.19,476.91,31.97
ORD-13640,25-08-23,01-09-23,South,Electronics,Tablets,Corporate,Standard,9,1035.47,0.23,7175.81,544.92
ORD-13641,20-12-23,23-12-23,Southwest,Furniture,Storage,Corporate,Same Day,11,225.39,0.24,1884.26,147.76
ORD-13642,09-10-21,10-10-21,West,Furniture,Beds,Corporate,Standard,10,769.97,0.07,7160.72,2246.56
ORD-13643,02-10-21,03-10-21,North,Furniture,Chairs,Home Office,Second Class,5,487.03,0.07,2264.69,783.75
ORD-13644,15-01-23,18-01-23,West,Clothing,Kids,Consumer,Standard,12,80.17,0.09,875.46,47.55
ORD-13645,31-01-21,07-02-21,West,Furniture,Chairs,Corporate,First Class,15,103.83,0.08,1432.85,409.01
ORD-13646,22-04-22,28-04-22,Northeast,Electronics,Phones,Corporate,First Class,9,1231.86,0.06,10421.54,955.68
ORD-13647,09-11-22,15-11-22,North,Furniture,Storage,Home Office,Second Class,9,644.37,0.06,5451.37,862
ORD-13648,19-07-22,24-07-22,North,Clothing,Women,Corporate,Standard,10,81.52,0.05,774.44,231.5
ORD-13649,23-04-22,26-04-22,West,Furniture,Tables,Corporate,Standard,13,370.17,0.07,4475.36,591.05
ORD-13650,26-12-22,31-12-22,East,Groceries,Dairy,Consumer,Same Day,9,23.25,0.07,194.6,20.26
ORD-13651,20-05-21,22-05-21,Northeast,Furniture,Tables,Consumer,Standard,7,329.92,0.08,2124.68,471.93
ORD-13652,06-02-23,09-02-23,South,Clothing,Women,Corporate,Standard,6,70.85,0.24,323.08,31.18
ORD-13653,04-12-21,07-12-21,Southwest,Electronics,Laptops,Corporate,Standard,8,1121.13,0.22,6995.85,321.59
